variable	year	topic	leftp	n
TUPOWER	1966	110	26.7496112	643
TUPOWER	1970	110	26.63808941	1842
TUPOWER	1974	110	19.18835465	2365
TUPOWER	1979	110	18.18181818	1893
TUPOWER	1983	110	26.20505992	3955
TUPOWER	1985	110	16.80412371	1501
TUPOWER	1986	110	17.15976331	1316
TUPOWER	1987	110	20.85561497	1244
TUPOWER	1989	110	31.87414501	1256
TUPOWER	1990	110	27.09447415	1164
TUPOWER	1992	110	66.01574803	3534
TUPOWER	1994	110	62.5	986
TUPOWER	1996	110	54.75	993
TUPOWER	1997	110	75.82080393	3615
TUPOWER	1998	110	56.54152446	2547
TUPOWER	2001	110	75.70934256	2191
TUPOWER	2005	110	74.78517714	2326
TUPOWER2	1975	110	17.58241758	600
TUPOWER2	1977	110	17.70833333	600
TUPOWER2	1978	110	16.32653061	600
TUPOWER2	1979	110	16.66666667	600
TUPOWER2	1980	110	20.87912088	600
TUPOWER2	1981	110	23.91304348	600
TUPOWER2	1982	110	22.82608696	600
TUPOWER2	1983	110	26.88172043	600
TUPOWER2	1984	110	26.08695652	600
TUPOWER2	1989	110	50.60240964	600
TUPOWER2	1990	110	60.6741573	600
TUPOWER2	1990	110	54.21686747	600
TUPOWER2	1992	110	70.32967033	600
TUPOWER2	1992	110	70	600
TUPOWER2	1993	110	67.90123457	600
TUPOWER2	1994	110	68.29268293	600
TUPOWER2	1995	110	70.37037037	600
TUPOWER3	1976	110	7.142857143	600
TUPOWER3	1977	110	6.25	600
TUPOWER3	1978	110	4.166666667	600
TUPOWER3	1979	110	3.448275862	600
TUPOWER3	1980	110	7.894736842	600
TUPOWER3	1981	110	14.28571429	600
TUPOWER3	1982	110	12.5	600
TUPOWER3	1983	110	14.49275362	600
TUPOWER3	1984	110	12.32876712	600
TUPOWER3	1985	110	18.33333333	600
TUPOWER3	1985	110	18.46153846	600
TUPOWER3	1986	110	22.4137931	600
TUPOWER3	1987	110	29.41176471	600
TUPOWER3	1988	110	32.0754717	600
TUPOWER3	1988	110	37.25490196	600
TUPOWER3	1989	110	40	600
TUPOWER3	1990	110	38.7755102	600
TUPOWER3	1991	110	42.5	600
TUPOWER3	1992	110	50	600
TUPOWER3	1993	110	61.36363636	600
TUPOWER3	1994	110	55.31914894	600
TUPOWER3	1995	110	59.52380952	600
TUPOWER3	1996	110	58.97435897	600
TUPOWER3	1997	110	64.1025641	600
TUPOWER4	1969	110	10	600
TUPOWER4	1970	110	10.14492754	600
TUPOWER5	1979	110	16.66666667	600
TUPOWER5	1982	110	24.46808511	600
TUPRISON	1982	110	38.63636364	600
TUPRISON	1983	110	40.22988506	600
TUPRISON	1984	110	32.60869565	600
TUPROFIT	1955	110	69.87951807	600
TUPROFIT	1957	110	70.83333333	600
TUPROFIT	1964	110	76.31578947	600
TUREFOR1	1979	110	22.09302326	600
TUREFOR1	1980	110	22.09302326	600
TUREFOR1	1981	110	25.28735632	600
TUREFOR1	1982	110	23.33333333	600
TUREFOR1	1983	110	20.68965517	600
TUREFOR2	1979	110	8.695652174	600
TUREFOR2	1980	110	10.86956522	600
TUREFOR2	1981	110	10.95890411	600
TUREFOR2	1982	110	11.70212766	600
TUREFOR2	1983	110	10.75268817	600
TUREFOR3	1979	110	19.78021978	600
TUREFOR3	1980	110	24.17582418	600
TUREFOR3	1981	110	25	600
TUREFOR3	1982	110	27.17391304	600
TUREFOR4	1979	110	51.1627907	600
TUREFOR4	1980	110	55.29411765	600
TUREFOR4	1981	110	51.2195122	600
TUREFOR4	1982	110	53.48837209	600
TUREFOR4	1983	110	56.32183908	600
TUREFOR5	1981	110	39.24050633	600
TUREFOR5	1982	110	43.90243902	600
TUREFOR5	1983	110	47.05882353	600
TUREFOR6	1980	110	82.4742268	600
TUREFOR6	1981	110	80	600
TUREFOR6	1982	110	83.33333333	600
TUREFOR7	1980	110	17.20430108	600
TUREFOR7	1981	110	20.43010753	600
TUREFOR7	1982	110	24.46808511	600
TUREGUL	1986	110	61.70212766	600
TUREGUL	1987	110	65.11627907	600
TUREGUL	1987	110	55.55555556	600
TUREGUL	1989	110	69.56521739	600
TUREGUL	1991	110	60.52631579	600
TUREGUL	1992	110	63.15789474	600
TUREGUL	1993	110	65.85365854	600
TUREGUL	1994	110	69.23076923	600
TUREGUL	1995	110	67.56756757	600
TUREGUL	1996	110	64.70588235	600
TUREGUL	1997	110	51.42857143	600
TUSHARE	1955	110	51.85185185	600
TUSHARE	1957	110	48.64864865	600
TUSHARE	1964	110	58.66666667	600
TUSHARE	1966	110	58.75	600
TUWAGES	1984	110	71.11111111	600
TUWAGES	1984	110	74.44444444	600
TUWAGES	1985	110	75.55555556	600
TUWAGES	1986	110	73.33333333	600
TUWAGES	1987	110	72.09302326	600
TUWAGES	1988	110	74.15730337	600
TUWAGES2	1984	110	69.89247312	600
TUWAGES2	1984	110	80.64516129	600
TUWAGES2	1985	110	80.85106383	600
TUWAGES2	1986	110	78.26086957	600
TUWAGES2	1987	110	81.11111111	600
TUWAGES2	1988	110	80.8988764	600
UNEBENEF	1975	120	33.33333333	600
UNEBENEF	1976	120	28.57142857	600
UNEBENEF	1976	120	23.52941176	600
UNEBENEF	1976	120	19.56521739	600
UNEBENEF	1976	120	20.40816327	600
UNEBENEF	1976	120	24.48979592	600
UNEBENEF	1977	120	22.64150943	600
UNEBENEF	1982	120	86.84210526	600
UNEFAULT	1983	180	93.96195203	3955
UNEFAULT	1986	180	91.03182257	1316
UNEFAULT	1987	180	89.42424242	3826
UNEFAULT	1992	180	94.57850204	3534
UNEMPBAD	1967	180	57.95454545	600
UNEMPBAD	1980	180	52.17391304	600
UNEMPBAD	1982	180	58.06451613	600
UNEMPBAD	1982	180	56.98924731	600
UNEMPBAD	1982	180	53.76344086	600
UNEMPBAD	1983	180	53.19148936	600
UNEMPBAD	1984	180	56.38297872	600
UNEMPBAD	1985	180	60.63829787	600
UNEMPBAD	1991	180	63.44086022	600
UNEMPBAD	1991	180	62.10526316	600
UNEMPINF	1983	180	71.96374622	1718
UNEMPINF	1984	180	72.50639386	1645
UNEMPINF	1985	180	77.18562874	1770
UNEMPINF	1986	180	78.85871433	3066
UNEMPINF	1987	180	75.77358491	2766
UNEMPINF	1989	180	59.51271946	2931
UNEMPINF	1990	180	49.1255344	2699
UNEMPINF	1991	180	56.85986794	1421
UNEMPINF	1993	180	75.17934003	1452
UNEMPINF	1994	180	72.21238938	1187
UNEMPINF	1995	180	69.86899563	1200
UNEMPINF2	1985	180	69.18561996	1502
UNEMPINF2	1990	180	42.9915334	1163
UNEMPINF3	1975	180	28.57142857	600
UNEMPINF3	1975	180	35.10638298	600
UNEMPINF3	1976	180	43.01075269	600
UNEMPINF3	1976	180	37.23404255	600
UNEMPINF3	1976	180	41.30434783	600
UNEMPINF3	1976	180	44.56521739	600
UNEMPINF3	1980	180	58.69565217	600
UNEMPINF3	1980	180	64.13043478	600
UNEMPINF3	1980	180	67.39130435	600
UNEMPINF3	1982	180	75.2688172	600
UNEMPINF3	1982	180	75.55555556	600
UNEMPINF3	1982	180	77.65957447	600
UNEMPINF3	1983	180	75.82417582	600
UNEMPINF3	1984	180	80.64516129	600
UNEMPINF3	1985	180	84.7826087	600
UNEMPINF3	1985	180	82.79569892	600
UNEMPINF3	1986	180	83.87096774	600
UNEMPINF3	1986	180	86.17021277	600
UNEMPINF3	1990	180	53.33333333	600
UNEMPINF3	1991	180	52.68817204	600
UNEMPINF3	1991	180	60.43956044	600
UNEMPINF3	1991	180	65.2173913	600
UNEMPINF3	1991	180	66.30434783	600
UNEMPINF3	1992	180	78.125	600
UNEMPINF3	1992	180	85.26315789	600
UNEMPINF3	1993	180	85.41666667	600
UNEMPINF3	1995	180	79.78723404	600
UNEMPINF3	1996	180	77.41935484	600
UNEMPINF4	1967	180	81.70731707	600
UNEMPINF4	1980	180	79.31034483	600
UNEMPINF4	1982	180	81.11111111	600
UNEMPINF4	1982	180	81.11111111	600
UNEMPINF4	1982	180	79.12087912	600
UNEMPINF4	1983	180	76.66666667	600
UNEMPINF4	1984	180	82.41758242	600
UNEMPINF4	1985	180	82.41758242	600
UNEMPINF4	1991	180	81.52173913	600
UNEMPINF4	1991	180	78.26086957	600
UNEMPJOB	1987	180	50.34079844	1243
UNEMPJOB	1989	180	35.0591716	2529
UNEMPJOB	1991	180	51.85758514	2429
UNEMPJOB	1993	180	65.58823529	2594
UNEMPJOB	1994	180	57.76205219	2956
UNEMPJOB	1995	180	49.97912317	3146
UNEMPJOB	1996	180	48.5375159	3103
UNEMPJOB	1998	180	28.81619938	2547
UNEMPJOB	1999	180	25.90042373	2478
UNEMPJOB	2000	180	24.21449518	2992
UNEMPJOB	2001	180	20.35714286	2821
UNEMPJOB	2002	180	19.00897053	2929
UNEMPJOB	2003	180	17.97752809	881
UNEMPJOB	2004	180	12.47563353	2610
UNEMPJOB	2005	180	13.44956413	600
UNIONMORE	1990	110	37.80487805	600
UNIONMORE	1991	110	41.17647059	600
UNIONMORE	1992	110	42.68292683	600
UNIONMORE	1993	110	44.31818182	600
UNIONMORE	1994	110	49.36708861	600
UNIONMORE	1996	110	47.19101124	600
UNIONMORE	1997	110	32.22222222	600
UNIONMORE	1998	110	37.07865169	600
UNIONMORE	2000	110	41.30434783	600
WAGECLM	1970	110	38.27160494	600
WAGECLM	1971	110	32.53012048	600
WAGECLM	1972	110	30.12048193	600
WAGECLM	1972	110	34.14634146	600
WAGECLM	1972	110	17.64705882	600
WAGECLM	1973	110	51.80722892	600
WAGECLM	1974	110	30.23255814	600
WAGECLM	1974	110	25	600
WAGECLM	1974	110	23.25581395	600
WAGECLM	1974	110	20	600
WAGECLM	1974	110	19.1011236	600
WAGECLM	1974	110	26.25	600
WAGECLM	1974	110	12.64367816	600
WAGECLM	1975	110	16.85393258	600
WAGECLM	1975	110	13.79310345	600
WAGECLM	1975	110	14.77272727	600
WAGECLM	1975	110	14.13043478	600
WEALTH	1986	160	82	1314
WEALTH	1987	160	79.23664122	2424
WEALTH	1987	160	75.02795378	3414
WEALTH	1989	160	80.243309	2528
WEALTH	1990	160	80.87923729	2349
WEALTH	1991	160	84.45595855	1222
WEALTH	1993	160	81.67170191	1328
WEALTH	1995	160	84.45700444	3147
WEALTH	1996	160	86.18807725	3103
WEALTH	1998	160	85.24762908	2546
WEALTH	1999	160	82.21365639	2478
WEALTH	2000	160	82.57978723	2992
WEALTH	2001	160	81.81377304	2821
WEALTH	2002	160	83.78995434	2928
WEALTH	2003	160	82.01705599	3634
WEALTH	2004	160	76.24521073	2610
WEALTH	2005	160	77.26638773	600
WEALTH1	1992	160	74.23529412	3304
WEALTH1	1994	160	83.17515099	2957
WEALTH1	1996	160	88.04347826	600
WEALTH1	1996	160	87.64044944	600
WEALTH1	1996	160	80.58252427	3104
WEALTH1	1997	160	83.21596244	1088
WEALTH1	1997	160	80.46075085	3093
WEALTH1	2001	160	80.98881695	2191
WEALTH1	2005	160	82.4461601	3226
WEALTH2	1993	160	80.13633102	600
WEALTH2	1995	160	82.72543662	600
WEALTH2	1997	160	79.28385417	600
WEALTH2	2000	160	80.63512638	600
WEALTH2	2004	160	80.23350529	600
WELFARE	1995	120	54.06152783	3083
WELFARE	1996	120	53.5246192	3056
WELFARE	1998	120	42.95682512	2499
WELFARE	1999	120	44.37357631	2438
WELFARE	2000	120	42.36851784	2964
WELFBEN	1974	120	40.30206677	2284
WELFBEN	1978	120	29.50819672	600
WELFBEN	1979	120	25.34979424	1864
WELFBEN	1981	120	56.89655172	600
WELFBEN	1983	120	60.14176663	3955
WELFBEN	1987	120	76.11940299	600
WELFBEN	1987	120	58.32575068	3826
WELFBEN	1990	120	84	600
WELFBEN	1992	120	73.93967955	3534
WELFFEET	1987	120	57.96505653	1244
WELFFEET	1989	120	60.22904737	2528
WELFFEET	1991	120	66.16052061	2429
WELFFEET	1993	120	67.21804511	2595
WELFFEET	1994	120	64.74272931	2957
WELFFEET	1995	120	56.89368771	3146
WELFFEET	1996	120	55.5746879	3103
WELFFEET	1998	120	44.74260679	2545
WELFFEET	1999	120	47.22850679	2477
WELFFEET	2000	120	47.97266515	2991
WELFFEET	2001	120	47.513027	2823
WELFFEET	2002	120	40.60185185	2930
WELFFEET	2003	120	40.77669903	881
WELFFEET	2004	120	33.55119826	2610
WELFFEET	2005	120	33.24324324	600
WELFHELP	1983	120	47.34513274	1610
WELFHELP	1984	120	50.47372954	1522
WELFHELP	1985	120	52.52918288	1502
WELFHELP	1987	120	47.84437434	1243
WELFHELP	1989	120	56.29067245	1274
WELFHELP	1991	120	61.00591716	2429
WELFHELP	1993	120	53.79041249	2596
WELFHELP	1994	120	54.54545455	2958
WELFHELP	1995	120	49.70891178	3145
WELFHELP	1996	120	51.73611111	3103
WELFHELP	1998	120	45.20547945	2546
WELFHELP	1999	120	50	2478
WELFHELP	2000	120	47.62618691	2991
WELFHELP	2001	120	55.38204127	2822
WELFHELP	2002	120	50.25380711	2928
WELFHELP	2003	120	46.01769912	881
WELFHELP	2004	120	58.67109635	2609
WELFHELP	2005	120	48.29821718	600
WELFRESP	1983	120	33.06836248	1611
WELFRESP	1984	120	38.1141046	1522
WELFRESP	1985	120	42.21238938	1502
WELFRESP	1986	120	37.57170172	1316
WELFRESP	1987	120	35.32338308	1244
WELFRESP	1989	120	48.86363636	1274
WELFRESP	1991	120	54.46735395	2427
WELFRESP	1993	120	45.53433144	2596
WELFRESP	1994	120	43.14586995	2958
WELFRESP	1995	120	38.24750831	3146
WELFRESP	1996	120	40.11348756	3104
WELFRESP	1998	120	33.92670157	2546
WELFRESP	1999	120	35.14431239	2478
WELFRESP	2000	120	32.86281429	2991
WELFSTIG	1983	120	61.94267516	1610
WELFSTIG	1984	120	66.11433306	1522
WELFSTIG	1985	120	65.72438163	1502
WELFSTIG	1986	120	68.07465619	1316
WELFSTIG	1987	120	63.1147541	1243
WELFSTIG	1989	120	68.94790603	1275
WELFSTIG	1991	120	68.71934605	2429
WELFSTIG	1993	120	71.84661958	2595
WELFSTIG	1994	120	67.40306583	2956
WELFSTIG	1995	120	63.80109566	3146
WELFSTIG	1996	120	67.97184338	3102
WELFSTIG	1998	120	61.18746564	2546
WELFSTIG	1999	120	58.46242111	2477
WELFSTIG	2000	120	58.87764489	2991
WOMEQU	1968	210	77.41935484	600
WOMEQU	1969	210	79.56989247	600
WORKERS	1974	110	68.74356334	2299
WORKERS	1979	110	64.11876184	1861
WORKERS	1981	110	66.26506024	600
WORKERS	1983	110	74.55357143	3955
WORKERS	1987	110	84.11594203	3826
WORKERS	1992	110	85.58213716	3534
WORKERS	1997	110	82.24356988	3615
WRONGLAW	1986	210	41.03072349	1315
WRONGLAW	1987	210	39.33547696	1243
WRONGLAW	1989	210	39.67654987	2529
WRONGLAW	1990	210	38.96848138	2351
WRONGLAW	1991	210	50.05512679	1221
WRONGLAW	1993	210	40.91880342	1328
WRONGLAW	1994	210	42.78776105	2956
WRONGLAW	1995	210	41.05409154	3146
WRONGLAW	1996	210	46.55570966	3104
WRONGLAW	2000	210	42.58349705	2990
WRONGLAW	2001	210	38.28207847	2820
WRONGLAW	2002	210	41.75545408	2930
WRONGLAW	2003	210	40.84913438	3633
WRONGLAW	2004	210	39.05152225	2610
WRONGLAW	2005	210	39.7037037	600
